2026-03-22 01:24:21 | vibelens.ingest.parsers.codex:215 | INFO | Codex SQLite index: 4 sessions
2026-03-22 01:24:25 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session bc5c8352-46a3-4255-bfb5-4e008e9302fb: sub-trajectories not referenced by parent: {'agent-acompact-f35ea51d81c2a965', 'agent-acompact-d3287cd895c58af5'}
2026-03-22 01:24:25 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 2084672a-c89e-43c4-9e14-dc77d362eca6: sub-trajectories not referenced by parent: {'agent-a881da7c0102d34ba', 'agent-acompact-569a9cc8e7f9855a'}
2026-03-22 01:24:25 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e6a0f862-8586-4835-a81c-94a630a1b7a1: sub-trajectories not referenced by parent: {'agent-acompact-2aa90bb0251b5a91'}
2026-03-22 01:24:25 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 8de1f9a7-720a-4033-8df2-7d20449abd88: sub-trajectories not referenced by parent: {'agent-acompact-e59aeb107fedd1e7'}
2026-03-22 01:24:25 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 1a0f9e68-7896-42f1-8c4d-43de60543cff: sub-trajectories not referenced by parent: {'agent-acompact-64bed55989066518'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 97c0891e-34fd-4556-ac50-c39e42949393: sub-trajectories not referenced by parent: {'agent-ad31835ffe31ad6b9', 'agent-acompact-81f7054ea95cd30b', 'agent-acompact-7bfe1975790823d1', 'agent-acompact-e607dcc9eb1d817a', 'agent-acompact-dc59797b1f583afd'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 723a2284-cc87-4324-b618-a14a05e31c1f: sub-trajectories not referenced by parent: {'agent-acompact-9c05e41a5bd64b43'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session befd0264-1979-49b0-94bf-5ad05c24819e: sub-trajectories not referenced by parent: {'agent-acompact-68d2d866709ad8c0'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 92eade39-9d72-4d75-8522-71fa668f14ac: sub-trajectories not referenced by parent: {'agent-acompact-67ce83bab0e10a9a'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 2608f564-e5b2-459c-ac2a-15f6a41360e5: sub-trajectories not referenced by parent: {'agent-acompact-6aabd4f89a5d9a8c', 'agent-acompact-41688ff0d393b33f'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 41308834-a399-4cf2-9e44-7c553d42c722: sub-trajectories not referenced by parent: {'agent-acompact-ac2a04dd2c7df1ca'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session c9ab6581-b170-48a9-a796-2114e9b0bb95: sub-trajectories not referenced by parent: {'agent-acompact-3a8765dd36eb24d9'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 903c1ee2-0802-4001-9564-e9158c8abeb3: sub-trajectories not referenced by parent: {'agent-acompact-f93cd1b76b882348'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 67ce0e83-8a50-4c92-aeb7-0cc012800bad: sub-trajectories not referenced by parent: {'agent-acompact-45cbffa5311759d6', 'agent-acompact-1d10d86fc6fd4776'}
2026-03-22 01:24:26 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 63285e8f-b332-4d51-b8ee-593252545736: sub-trajectories not referenced by parent: {'agent-acompact-12e78209642780fb', 'agent-a165940175456ac37', 'agent-ae93bc40e53f6e1d2', 'agent-acompact-9d60f00a7d57f58b', 'agent-aac1b66afc3ebec74', 'agent-acompact-b4985779eede7e72', 'agent-a5edd3fed4c802074'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 641f2d09-3f73-49de-b61e-95ed2a6b9edd: sub-trajectories not referenced by parent: {'agent-acompact-d45a3e4765ec004c', 'agent-acompact-46986acd98fae3aa'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 225e6d3d-6769-4ae6-b39f-184b0f237bf7: sub-trajectories not referenced by parent: {'agent-acompact-47850ceead281d54', 'agent-acompact-1b4e7b5e0127cac1', 'agent-acompact-4893a5d0b99d57c8'}
2026-03-22 01:24:27 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01D1zewYAWZjc8F6Dwj3bJ7o: tool_call(s) without matching observation: {'toolu_01PucCn53C9PjzUvWmF5uyUR'}
2026-03-22 01:24:27 | vibelens.models.trajectories.step:95 | WARNING | Step msg_013akEsu4dDWE2knGQkT6kY5: tool_call(s) without matching observation: {'toolu_01Dizoi4hKLciG6dnpJwzNQp'}
2026-03-22 01:24:27 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01LU8AEjpWEGsbB35SFacytg: tool_call(s) without matching observation: {'toolu_01FhWmEJtLEYUwXtpph64F9B'}
2026-03-22 01:24:27 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01D1zewYAWZjc8F6Dwj3bJ7o: tool_call(s) without matching observation: {'toolu_01PucCn53C9PjzUvWmF5uyUR'}
2026-03-22 01:24:27 | vibelens.models.trajectories.step:95 | WARNING | Step msg_013akEsu4dDWE2knGQkT6kY5: tool_call(s) without matching observation: {'toolu_01Dizoi4hKLciG6dnpJwzNQp'}
2026-03-22 01:24:27 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01LU8AEjpWEGsbB35SFacytg: tool_call(s) without matching observation: {'toolu_01FhWmEJtLEYUwXtpph64F9B'}
2026-03-22 01:24:27 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory e869a27c-b69a-43ef-aed5-df59faacde04: 214 total tool_calls but 210 observation results
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e869a27c-b69a-43ef-aed5-df59faacde04: sub-trajectories not referenced by parent: {'agent-acompact-c6e7d40ec5a02610', 'agent-acompact-0e8902afa631a788', 'agent-acompact-ae5993ec70d1f067', 'agent-acompact-30555213a28556a6', 'agent-acompact-6d9f21bbec6d2a47', 'agent-acompact-18247fd1896b7c47', 'agent-acompact-49332fb5cc009333'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d77137cb-9daf-414e-b183-8ae0337c0d23: sub-trajectories not referenced by parent: {'agent-acompact-1564fd71086dd7f4'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 49899e46-e9ce-4d00-8d34-a6035324f70d: sub-trajectories not referenced by parent: {'agent-a7a716a60edf6e024', 'agent-ac86ce119e8bc9e95', 'agent-acompact-d2b37df27be66939', 'agent-a35c53e2cf39ff62a', 'agent-acompact-002dbf55d2a3b1a7'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session a9c5ab07-19ff-442b-9beb-b9d05ba1b313: sub-trajectories not referenced by parent: {'agent-acompact-0a20a9db906de2b0'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session de49c5c8-5d67-4190-9334-bc724975df04: sub-trajectories not referenced by parent: {'agent-acompact-64c9b14dbe8e84bf'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 55ea48f3-6c4b-4354-aa2f-dfdc4ecfd6f2: sub-trajectories not referenced by parent: {'agent-acompact-a33793520a41c1d4'}
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f94095ad-7a07-40bd-9384-4b99b6e89d03: sub-trajectories not referenced by parent: {'agent-acompact-6d8ae10172c45197'}
2026-03-22 01:24:27 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory c7d79e56-5a21-42f0-8d9d-2782e9c68eba: 42 total tool_calls but 41 observation results
2026-03-22 01:24:27 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session c7d79e56-5a21-42f0-8d9d-2782e9c68eba: sub-trajectories not referenced by parent: {'agent-acompact-6783787cc820005f'}
2026-03-22 01:24:28 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 8c84c953-3d5f-4954-843a-588e799bf689: sub-trajectories not referenced by parent: {'agent-acompact-b0f413897ce17cf9', 'agent-acompact-234b268d48359063'}
2026-03-22 01:24:28 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 38c1745d-e3f1-4976-a15f-c8158258b8c4: sub-trajectories not referenced by parent: {'agent-acompact-6d206499d00e9e29', 'agent-acompact-cc8f4e8640d15935'}
2026-03-22 01:24:28 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session b17a7d9d-cdf9-40e0-948e-933165a6fa0d: sub-trajectories not referenced by parent: {'agent-acompact-603b8158b2c0f984'}
2026-03-22 01:24:28 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session add4be70-7479-40e6-bf45-d8708cb7eb78: sub-trajectories not referenced by parent: {'agent-a54ea6f5a12715275'}
2026-03-22 01:24:28 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e733352a-5117-4468-9f3f-9f38a7bce888: sub-trajectories not referenced by parent: {'agent-a13a2394b774cbb13', 'agent-aef966651660d53b5', 'agent-acompact-e52f4a2dbe81ccf0', 'agent-acompact-46a75f7e3931d36d'}
2026-03-22 01:24:28 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session ab5114a5-0880-4b15-9fc1-042e1d1e738d: sub-trajectories not referenced by parent: {'agent-acompact-971f2402d80c3b0c'}
2026-03-22 01:24:29 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01QEiBoJWpsXyztuTsSD7UmG: tool_call(s) without matching observation: {'toolu_01RZnPdHDk3VDWo6d5sNR6Nz'}
2026-03-22 01:24:29 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01QEiBoJWpsXyztuTsSD7UmG: tool_call(s) without matching observation: {'toolu_01RZnPdHDk3VDWo6d5sNR6Nz'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory b4e23391-3007-452a-848f-484d17a49df1: 151 total tool_calls but 148 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session b4e23391-3007-452a-848f-484d17a49df1: sub-trajectories not referenced by parent: {'agent-acompact-d727f594f50ca777', 'agent-acompact-bda432abb3045c02', 'agent-acompact-94f100a20dc6b9da', 'agent-acompact-06e41344ea63eb91'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 29871069-cf1d-40c3-baaf-267128a6c681: 141 total tool_calls but 140 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 29871069-cf1d-40c3-baaf-267128a6c681: sub-trajectories not referenced by parent: {'agent-acompact-6e145bb8c6aa9810', 'agent-acompact-9194a03076bdf1fa'}
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f6fac801-9f4e-46db-9629-5035a9c951f2: sub-trajectories not referenced by parent: {'agent-acompact-3c67d381b9972bb0'}
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session c1acafd6-9eef-4384-b2f1-badccd20a3a5: sub-trajectories not referenced by parent: {'agent-acompact-e6fa58af9eec3bf9'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory f9e6dd32-12b2-44f5-9584-93e5029d6526: 527 total tool_calls but 523 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f9e6dd32-12b2-44f5-9584-93e5029d6526: sub-trajectories not referenced by parent: {'agent-acompact-4a39a60c3b8dc5ff', 'agent-acompact-bf2b42953cd2e0a0', 'agent-acompact-af3991337d47dddc', 'agent-acompact-f3101bb241a445de', 'agent-acompact-53dcb798856359c2', 'agent-acompact-01ed8731d2b452a9'}
2026-03-22 01:24:29 | vibelens.models.trajectories.step:95 | WARNING | Step msg_016egW2UfoPXtGqCM93Vg2th: tool_call(s) without matching observation: {'toolu_01RFnCrZc9wzFo1q1qh4G1t1', 'toolu_0135ygtvWCahtkL22vqxacrd'}
2026-03-22 01:24:29 | vibelens.models.trajectories.step:95 | WARNING | Step msg_016egW2UfoPXtGqCM93Vg2th: tool_call(s) without matching observation: {'toolu_01RFnCrZc9wzFo1q1qh4G1t1', 'toolu_0135ygtvWCahtkL22vqxacrd'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 54835177-c193-4a23-82cd-5f23f5a0ea3c: 188 total tool_calls but 186 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 54835177-c193-4a23-82cd-5f23f5a0ea3c: sub-trajectories not referenced by parent: {'agent-acompact-34e7e316466fc1ff'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 76425aa0-0780-4b43-bbc1-7a3a537bf326: 218 total tool_calls but 217 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 76425aa0-0780-4b43-bbc1-7a3a537bf326: sub-trajectories not referenced by parent: {'agent-acompact-8086496b6338f180'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory eaa1c566-61f4-4b4b-9cde-8bea0acd3e8f: 79 total tool_calls but 78 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session eaa1c566-61f4-4b4b-9cde-8bea0acd3e8f: sub-trajectories not referenced by parent: {'agent-acompact-15c80e5b843a2e03'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory d0daf736-d806-4a82-bfef-89bfbf5c9577: 84 total tool_calls but 83 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session d0daf736-d806-4a82-bfef-89bfbf5c9577: sub-trajectories not referenced by parent: {'agent-acompact-c48519c517354d26'}
2026-03-22 01:24:29 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01NuEGETqW6YW2TYjqWtvvXD: tool_call(s) without matching observation: {'toolu_0174TqtPH1Z1ktuHi26RcTxg'}
2026-03-22 01:24:29 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01NuEGETqW6YW2TYjqWtvvXD: tool_call(s) without matching observation: {'toolu_0174TqtPH1Z1ktuHi26RcTxg'}
2026-03-22 01:24:29 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 5a364150-3478-4882-a271-a35220fd7d9a: 423 total tool_calls but 421 observation results
2026-03-22 01:24:29 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 5a364150-3478-4882-a271-a35220fd7d9a: sub-trajectories not referenced by parent: {'agent-acompact-44d17c5f0fe7eff4', 'agent-acompact-76124e997557e76d', 'agent-acompact-259302f944dc9906'}
2026-03-22 01:24:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session e06529b0-8b85-4fe1-9e35-b5115e931e6d: sub-trajectories not referenced by parent: {'agent-acompact-75d09d82be300a1c', 'agent-acompact-273e8db8cb65f84e', 'agent-acompact-be87378d8330b753', 'agent-acompact-c9e8318736ca9579', 'agent-acompact-8f6bbbc11f2922ed'}
2026-03-22 01:24:31 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory 680d7b53-1dcf-4b68-8cac-517ed373f9dc: 259 total tool_calls but 255 observation results
2026-03-22 01:24:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session 680d7b53-1dcf-4b68-8cac-517ed373f9dc: sub-trajectories not referenced by parent: {'agent-acompact-e468863866ac93a7', 'agent-acompact-65569b6f5e9235f9', 'agent-acompact-8aa21a2fbae455a6', 'agent-acompact-c3bc6ab22710d92b', 'agent-acompact-817c0af7ab239bdc', 'agent-acompact-21c1438b820e03ec'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01NGCTY1byHWht9Bs35C58oG: tool_call(s) without matching observation: {'toolu_01V7NtG2V49mPM8GVxY3LtJE'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01NGCTY1byHWht9Bs35C58oG: tool_call(s) without matching observation: {'toolu_01V7NtG2V49mPM8GVxY3LtJE'}
2026-03-22 01:24:31 | vibelens.models.trajectories.trajectory:119 | WARNING | Trajectory f3bd4532-d143-4c28-9ce7-b4921bb367a4: 52 total tool_calls but 51 observation results
2026-03-22 01:24:31 | vibelens.ingest.parsers.claude_code:1366 | WARNING | Session f3bd4532-d143-4c28-9ce7-b4921bb367a4: sub-trajectories not referenced by parent: {'agent-acompact-ed4f59'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_0124N59vvav4SmJNKRN2M74L: tool_call(s) without matching observation: {'toolu_017YwWxriuFdiBnxRRTbyMVE'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01KAaTLUw1JeMGP7yBrV9s3Y: tool_call(s) without matching observation: {'toolu_01EMcNWmE8jvCsuqgEP7k7SJ'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01Fyi2bqLP68Qw86eUuP4yvS: tool_call(s) without matching observation: {'toolu_01UCjoZzfHC66NRGN7iRBS6J'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_01MPNNdmQBn9rnqRJTU1PJps: tool_call(s) without matching observation: {'toolu_01MvNw6Jeed7FrAAxZcyasP1'}
2026-03-22 01:24:31 | vibelens.models.trajectories.step:95 | WARNING | Step msg_0124N59vvav4SmJNKRN2M74L: tool_call(s) without matching observation: {'toolu_017YwWxriuFdiBnxRRTbyMVE'}
